CODIGO_CIE,ESCOLA,NIVEL_ENSINO,PRIMARY_KEY,SECONDARY_KEY,IDESP,ANO,ZONA,LONGITUDE,LATITUDE
3244,ADHEMAR ANTONIO PRADO PROFESSOR,ANOS FINAIS,ADHEMARANTONIOPRADO,LESTE 3,1.8,2017,URBANA,-46.46973038,-23.6168499
5411,AMELIA KERR NOGUEIRA PROFESSORA,ANOS FINAIS,AMELIAKERRNOGUEIRAA,SUL 2,1.8,2017,URBANA,-46.78218842,-23.74094963
921373,MARIA APARECIDA MASCHIETTO OKAZAKI PROFESSORA,ANOS FINAIS,MARIAAPARECIDAMASCHIETTOOKAZAKIA,BAURU,1.8,2017,URBANA,-49.09840012,-22.30500031
4741,JULIO RIBEIRO,ANOS FINAIS,JULIORIBEIRO,CENTRO SUL,1.78,2017,URBANA,-46.61959839,-23.62607956
10674,ELOI LACERDA PROF,ANOS FINAIS,ELOILACERDA,OSASCO,1.78,2017,URBANA,-46.79216003,-23.51951027
25768,JOSE ALVES MIRA,ANOS FINAIS,JOSEALVESMIRA,JAU,1.78,2017,URBANA,-48.38280106,-22.36949921
910284,SERGIO PAULO MUNIZ PIMENTA CAPITAO,ANOS FINAIS,SERGIOPAULOMUNIZPIMENTA,LESTE 2,1.78,2017,URBANA,-46.38669968,-23.49413681
17218,DILECTA CENEVIVA MARTINELLI PROFA,ANOS FINAIS,DILECTACENEVIVAMARTINELLIA,AMERICANA,1.77,2017,URBANA,-47.33750153,-22.76169968
23838,JOSE ALEIXO DA SILVA PASSOS CORONEL,ANOS FINAIS,JOSEALEIXOSILVAPASSOS,RIBEIRAO PRETO,1.77,2017,URBANA,-47.65282059,-20.98406029
26335,VALDOMIRO SILVEIRA,ANOS FINAIS,VALIROSILVEIRA,LINS,1.77,2017,URBANA,-49.60960542,-21.80128243
40859,PROCOPIO FERREIRA,ANOS FINAIS,COPIOFERREIRA,CAMPINAS OESTE,1.77,2017,URBANA,-47.04021072,-22.93943024
49013,MANOEL AUGUSTO VIEIRA NETO DESEMBARGADOR,ANOS FINAIS,MANOELAUGUSTOVIEIRANETO,ITAPEVI,1.77,2017,URBANA,-46.91421127,-23.54306984
923096,PAULO FREIRE EDUCADOR,ANOS FINAIS,PAULOFREIREEDUCADOR,OSASCO,1.77,2017,URBANA,-46.78358078,-23.50893021
3657,EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO,ANOS FINAIS,EMILIANOAUGUSTOCAVALCANTIALBUQUERQUEMELO,CENTRO OESTE,1.76,2017,URBANA,-46.71659851,-23.54240036
4686,PEROLA BYINGTON DONA,ANOS FINAIS,ROLABYINGTON,SUL 1,1.76,2017,URBANA,-46.64208984,-23.66304016
38726,TARSILA DO AMARAL,ANOS FINAIS,TARSILAAMARAL,OSASCO,1.76,2017,URBANA,-46.81167984,-23.55654907
46188,MARIA APARECIDA FERREIRA PROFESSORA,ANOS FINAIS,MARIAAPARECIDAFERREIRAA,ITAQUAQUECETUBA,1.76,2017,URBANA,-46.34803009,-23.53442001
49612,WALTER PAIVA PROFESSOR,ANOS FINAIS,WALTERPAIVA,RIBEIRAO PRETO,1.76,2017,URBANA,-47.82329941,-21.14182091
44374,JOAO ERNESTO FAGGIN DOUTOR,ANOS FINAIS,JOAOERNESTOFAGGIN,SUL 1,1.75,2017,URBANA,-46.6325798,-23.67437935
814,RAQUEL ASSIS BARREIROS PROFA,ANOS FINAIS,RAQUELASSISBARREIROSA,NORTE 2,1.74,2017,URBANA,-46.6683,-23.4641
23917,AMELIA DOS SANTOS MUSA PROFESSORA,ANOS FINAIS,AMELIADOSSANTOSMUSAA,RIBEIRAO PRETO,1.74,2017,URBANA,-47.82257843,-21.15856934
917254,EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO,ANOS FINAIS,EDGARMELLOMATTOSCASTRO,SAO JOSE DOS CAMPOS,1.74,2017,URBANA,-45.90386581,-23.27260017
14862,RAYMUNDO CINTRA PROF,ANOS FINAIS,RAYMUNDOCINTRA,BOTUCATU,1.73,2017,URBANA,-48.39902878,-22.77980995
25987,JOAO BATISTA DE AQUINO PE,ANOS FINAIS,JOAOBATISTAAQUINO,BAURU,1.73,2017,URBANA,-48.98957062,-22.47871017
